GRCode,short name,clade,genus,trivial,subnames,subnames,taxon_author,date,senior synonym,,,
GR4233,Ska.vetu,graptolite,Skalograptus,vetus,*,*,Tsegelnyuk,1976,GR1689,,,
GR2500,Mon.buge,graptolite,Monograptus,bugensis,*,*,Teller,*,GR1690,,,
GR4486,Mon.loch,graptolite,Monograptus,lochkovensis,*,*,*,*,GR1690,,,
GR3854,Pri.buge,graptolite,Pristiograptus,bugensis,*,*,(Teller),*,GR1690,,,
GR3348,Mon.angu,graptolite,Monograptus,uniformis,angustidens,*,Pribyl,*,GR1695,,,
GR1728,Vol.balt,graptolite,Volgograptus,balticus,*,*,Tsegelnjuk,1976,GR1700,,,
GR1738,Aca.spin,graptolite,Acanthograptus,spineus,*,*,Tsegelnjuk,1976,GR1703,,,
GR1739,Bug.spin,graptolite,Bugograptus,spineus,*,*,Tsegelnjuk,1983,GR1703,,,
GR1736,Lud.paru,graptolite,Ludensograptus,parultimus,*,*,(Jaeger)Tsegelnjuk,1988,GR1704,,,
GR1735,Mon.paru,graptolite,Monograptus,parultimus,*,*,Jaeger,1975,GR1704,,,
GR1737,Pse.paru,graptolite,Pseudomonoclimacis,parultimus,*,*,(Jaeger)Lenz,1990,GR1704,,,
GR4232,Pse.podo,graptolite,Pseudomonoclimacis,podolicus,*,*,Tsegelnyuk,1976,GR1704,,,
GR2913,Mon.mene,graptolite,Monograptus,meneghinii,*,*,Gortani,1923,GR1715,,,
GR4411,Mon.pseu,graptolite,Monograptus,dubius,pseudodubius,*,*,*,GR1717,,,
GR2915,Mon.pseu,graptolite,Monograptus,pseudodubius,*,*,Boucek,1932,GR1717,,,
GR1688,Ist.raru,graptolite,Istrograptus,transgrediens,rarus,*,(Teller),*,GR1720,,,
GR3532,Mon.raru,graptolite,Monograptus,rarus,*,*,(Teller),1964,GR1720,,,
GR1707,Pri.raru,graptolite,Pristiograptus,rarus,*,*,Teller,1964,GR1720,,,
GR1708,Ska.raru,graptolite,Skalograptus,rarus,*,*,(Teller),1964,GR1720,,,
GR1691,Ist.tran,graptolite,Istrograptus,transgrediens,chelmensis,*,(Teller),*,GR1721,,,
GR1633,Pri.chel,graptolite,Pristiograptus,chelmensis,*,*,Teller,*,GR1721,,,
GR1692,Ist.sams,graptolite,Istrograptus,transgrediens,samsonowiczi,*,(Teller),*,GR1722,,,
GR1709,Pri.sams,graptolite,Pristiograptus,samsonowiczi,*,*,Teller,*,GR1722,,,
GR1724,Mon.frag,graptolite,Monograptus,fragmentalis,*,*,Boucek,1936,GR1723,,,
GR1699,Pri.frag,graptolite,Pristiograptus,dubius,fragmentalis,*,Boucek,1997,GR1723,,,
GR1727,Bug.acul,graptolite,Bugograptus,aculeatus,*,*,Tsegelnjuk,1983,GR1725,no occurrences in dataset,,
GR3209,Aca.neur,graptolite,Acanthograptus,aculeatus,neureaensis,*,Rickards_&_Wright,1997,GR1726,,,
GR1733,Col.lati,graptolite,Colonograptus,latilobus,*,*,Tsegelnjuk,1976,GR1732,,,
GR1734,Lud.lati,graptolite,Ludensograptus,latilobus,*,*,Tsegelnjuk,1988,GR1732,,,
GR1697,Pse.lati,graptolite,Pseudomonoclimacis,latilobus,*,*,(Tsegelnjuk),1976,GR1732,,,
GR1743,Tam.unca,graptolite,Tamplograptus,uncatus,*,*,Tsegelnjuk,1976,GR1742,,,
GR1975,Pri.aequ,graptolite,Pristiograptus,aequabilis,*,*,Pribyl,1941,GR1749,,,
GR1470,Mon.sand,graptolite,Monograptus,sandersoni,*,*,Lapworth,1876,GR1755,,,
GR3868,Pri.sand,graptolite,Pristiograptus,sandersoni,*,*,(Lapworth),*,GR1755,,,
GR1342,Cli.rect,graptolite,Climacograptus,rectangularis,*,*,(MCoy),1850,GR1756,,,
GR3443,Cli.regp,graptolite,Climacograptus,rectangularis,gp,*,*,*,GR1756,,,
GR3438,Nor.regp,graptolite,Normalograptus,rectangularis,gp,*,*,*,GR1756,,,
GR1290,Cli.medi,graptolite,Climacograptus,medius,*,*,T_rnquist,1897,GR1757,,,
GR2022,Cli.extr,graptolite,Climacograptus,extremus,*,*,Lapworth,1906,GR1758,,,
GR1377,Pse.undu,graptolite,Pseudoclimacograptus,undulatus,*,*,(Kurck),1882,GR1758,,,
GR1402,Gly.vas,graptolite,Glyptograptus,vas,*,*,(Bulman_&_Rickards),1968,GR1759,,,
GR1840,Cli.angu,graptolite,Climacograptus,angustus,*,*,(Perner),1895,GR1762,,,
GR3750,Cli.anaf,graptolite,Climacograptus,angustus_aff,*,*,_Koren_et_al,1980,GR1762,,,
GR4802,Cli.bre_cf,graptolite,Climacograptus,brevis_cf,*,*,Williams_&_Bruton,1983,GR1762,,,
GR3748,Dip.angu,graptolite,Diplograptus,euglyphus,angustus,*,Perner,1895,GR1762,,,
GR3749,Gly.angu,graptolite,Glyptograptus,euglyphus,angustus,*,Perner,1895,GR1762,,,
GR2348,Nor.mise,graptolite,Normalograptus,miserabilis,late,*,Elles_&_Wood,*,GR1762,,,
GR3751,Sca.angu,graptolite,Scalarigraptus,angustus,*,*,(Perner),1895,GR1762,,,
GR1572,Mon.revo,graptolite,Monograptus,revolutus,austerus,*,T_rnquist,1899,GR1764,,,
GR2756,Cli.wyen,graptolite,Climacograptus,wyensis,*,*,Zalasiewicz_&_Tunnicliffe,*,GR1765,,,
GR2727,Cli.alte,graptolite,Climacograptus,alternis,*,*,Packham,1962,GR1769,,,
GR4676,Nor.alte,graptolite,Normalograptus,alternis,*,*,*,*,GR1769,,,
GR3364,Cam.rost,graptolite,Campograptus,communis,rostratus,*,(Elles_&_Wood),1907,GR1770,,,
GR3029,Cam.rost,graptolite,Campograptus,communis,rostratus,*,Elles_&_Wood,*,GR1770,,,
GR3864,Dem.fimb,graptolite,Demirastrites,fimbriatus,*,*,(Nicholson),*,GR1771,,,
GR2032,Mon.fimb,graptolite,Monograptus,fimbriatus,*,*,(Nicholson),1868,GR1771,,,
GR4257,Mon.fimb,graptolite,Monograptus,separatus,fimbriatus,*,(Nicholson),1868,GR1771,,,
GR4403,Cli.magn,graptolite,Climacograptus,typicalis,magnificus,*,Twenhofel,*,GR1774,,,
GR2487,Glo.euch,graptolite,Glossograptus,eucharis,*,*,(Hall),1865,GR1775,,,
GR3508,Pse.claf,graptolite,Pseudoclimacograptus,clevensis_aff,*,*,_Walters,1977,GR1777,,,
GR1385,Dic.alec,graptolite,Dicellograptus,alector,*,*,Carter,1972,GR1780,,,
GR1783,Cli.neva,graptolite,Climacograptus,innotatus,nevadensis,*,Carter,1972,GR1781,,,
GR1205,Dic.mino,graptolite,Dicellograptus,ornatus,minor,*,Toghill,1970,GR1787,,,
GR2763,Cli.nebu,graptolite,Climacograptus,nebula,*,*,(Toghill_&_Strachan)Hutt,1970,GR1793,,,
GR4697,Nor?nebu,graptolite,Normalograptus?,nebula,*,*,(Toghill_&_Strachan),1970,GR1793,,,
GR2327,Par.palm,graptolite,Parapetalograptus,palmeus,*,*,(Barrande),*,GR1794,,,
GR2309,Par.alti,graptolite,Parapetalolithus,altissimus,*,*,(Elles_&_Wood),*,GR1795,,,
GR2331,Par.tenu,graptolite,Parapetalolithus,tenuis,*,*,(Barrande),*,GR1796,,,
GR4700,Pet.tesl,graptolite,Petalolithus,tenuis,sl,*,(Barrande),*,GR1796,,,
GR4682,Mon.gala,graptolite,Monoclimacis,galaensis,*,*,*,*,GR1819,,,
GR1914,Str.angu,graptolite,Streptograptus,anguinus,*,*,Pribyl,1941,GR1821,,,
GR3846,Cul.cult,graptolite,Cultellograptus,cultellus,*,*,(T_rnquist),1881,GR1825,,,
GR3018,Str.spec,graptolite,Streptograptus,speciosus,*,*,(Tullberg),*,GR1827,,,
GR3030,Dem.pect,graptolite,Demirastrites,pectinatus,*,*,(Richter),1853,GR1830,,,
GR3027,Dem.prib,graptolite,Demirastrites,pribyli,*,*,Boucek,*,GR1831,,,
GR3026,Dem.simu,graptolite,Demirastrites,simulans,*,*,(Pedersen),*,GR1831,,,
GR2967,Cyr.pulc,graptolite,Cyrtograptus,pulchellus,*,*,Tullberg,1883,GR1836,,,
GR2966,Cyr.born,graptolite,Cyrtograptus,bornholmensis,*,*,Laursen,1940,GR1837,,,
GR2472,Cli.ante,graptolite,Climacograptus,antennarius,*,*,Hall,1865,GR1868,,,
GR1880,Hal.hirt,graptolite,Hallograptus,hirtus,*,*,Legg,1976,GR1869,,,
GR2100,Iso.dumo,graptolite,Isograptus,dumosus,*,*,Harris,1933,GR1870,,,
GR1075,Pse.dumo,graptolite,Pseudisograptus,dumosus,*,*,(Harris),1933,GR1870,,,
GR5342,Iso.angu,graptolite,Isograptus,angulatus,*,*,Mu_Geh_et_Yin,1962,GR1872,,,
GR3403,Iso.nanu,graptolite,Isograptus,caduceus,nanus,*,(Ruedemann),1904,GR1872,,,
GR2640,Exp.call,graptolite,Expansograptus,callotheca,*,*,(Bulman),*,GR1876,,,
GR1877,Mon.toer,graptolite,Monograptus,toernquisti,*,*,Sudbury,1958,GR1879,,,
GR2344,Ras.appr,graptolite,Rastrites,approximatus,*,*,T_rnquist,*,GR1891,,,
GR2748,Dip.thur,graptolite,Diplograptus,thuringiacus,*,*,Kirste,1919,GR1893,,,
GR1976,Sae.will,graptolite,Saetograptus,willowensis,*,*,Berry_&_Murphy,1975,GR1898,,,
GR2308,Tor.arcu,graptolite,Torquigraptus,arcuatus,*,*,(Boucek),1931,GR1902,,,
GR1594,Aga.robu,graptolite,Agastograptus,robustus,*,*,Obut_&_Zaslavskaya,1983,GR1905,,,
GR2671,Cor.aust,graptolite,Corynoides,curtus,australis,*,Harris_&_Keble,*,GR1906,,,
GR2685,Dic.aper,graptolite,Dicranograptus,hians,apertus,*,Hall,*,GR1907,,,
GR2686,Dic.hian,graptolite,Dicranograptus,ramosus,hians,*,Hall,*,GR1907,,,
GR2706,Dip.inge,graptolite,Diplograptus,ingens,*,*,Hall,*,GR1908,,,
GR2700,App.long,graptolite,Appendispinograptus,longispinus_cf,*,*,(Hall),1906,GR1910,,,
GR2688,Cli.ineq,graptolite,Climacograptus,bicornis,inequispinatus,*,Thomas,*,GR1910,,,
GR2698,Cli.lanc,graptolite,Climacograptus,lanceolatus,*,*,VandenBerg,1990,GR1910,,,
GR3006,Cli.lanc,graptolite,Climacograptus,spiniferus,lanceolatus,*,VandenBerg,*,GR1910,,,
GR4131,Dip.lanc,graptolite,Diplacanthograptus,spiniferus,lanceolatus,*,VandenBerg,*,GR1910,,,
GR2846,Mon.hemm,graptolite,Monograptus,paradoxus,hemmanni,*,Pribyl,1941,GR1913,,,
GR1800,Ret.angu,graptolite,Retiolites,geinitzianus,angustidens,*,Elles_&_Wood,1908,GR1917,,,
GR1955,Div.perg,graptolite,Diversograptus,capillaris,pergracilis,*,(Boucek),1931,GR1922,,,
GR1954,Div.perg,graptolite,Diversograptus,pergracilis,*,*,(Boucek),1931,GR1922,,,
GR1951,Mon.perg,graptolite,Monograptus,pergracilis,*,*,Boucek,1931,GR1922,,,
GR2087,Mon.wima,graptolite,Monograptus,wimani,*,*,Boucek,1932,GR1923,,,
GR1816,Mon.linn,graptolite,Monograptus,linnarssoni,*,*,Tullberg,1883,GR1925,,,
GR1818,Mon.vome,graptolite,Monograptus,vomerinus,basilicus,*,Lapworth,1880,GR1926,,,
GR2829,Mon.inco,graptolite,Monograptus,inconspicuus,*,*,Boucek,1931,GR1931,,,
GR1828,Mon.caut,graptolite,Monograptus,minimus,cautleyensis,*,Rickards,1965,GR1933,,,
GR1829,Mon.flex,graptolite,Monograptus,flexuosus,*,*,Tullberg,1883,GR1934,,,
GR3710,Str.flex,graptolite,Streptograptus,flexuosus,*,*,Tullberg,*,GR1934,,,
GR2914,Mon.prae,graptolite,Monograptus,praedubius,*,*,Boucek,1931,GR1937,,,
GR2115,Cyr.bohe,graptolite,Cyrtograptus,murchisoni,bohemicus,*,Boucek,1931,GR1940,,,
GR2300,Pri.latu,graptolite,Pristiograptus,dubius,latus,*,(Boucek),1932,GR1943,,,
GR3375,Glo.cris,graptolite,Globograptus,crispus,*,*,(Lapworth),1876,GR1944,,,
GR1492,Mon.cris,graptolite,Monograptus,crispus,*,*,Lapworth,1876,GR1944,,,
GR1453,Mon.disc,graptolite,Monograptus,discus,*,*,T_rnquist,1883,GR1946,,,
GR1575,Mon.vele,graptolite,Monograptus,veles,*,*,(Richter),1871,GR1946,,,
GR1953,Mon.falx,graptolite,Monograptus,falx,*,*,Suess,1851,GR1950,,,
GR1949,Sti.clin,graptolite,Stimulograptus,clintonensis,*,*,(Hall),1852,GR1952,,,
GR1543,Ret.eise,graptolite,Retiolites,eiseli,*,*,Manck,1918,GR1957,,,
GR3830,Sok.text,graptolite,Sokolovograptus,textor,*,*,(Boucek_&_Munch),1952,GR1960,,,
GR1894,Str.retr,graptolite,Streptograptus,retroflexus,*,*,Tullberg,1883,GR1968,,,
GR4191,Lob.para,graptolite,Lobograptus,parascanicus,*,*,Kuhne,1955,GR1982,,,
GR4393,Cli.occi,graptolite,Climacograptus,innotatus,occidentalis,*,*,*,GR1986,,,
GR3473,Dic.mult,graptolite,Dichograptus,multiplex,*,*,Nicholson,1868,GR1995,,,
GR2399,Tem.mult,graptolite,Temnograptus,multiplex,*,*,(Nicholson),1868,GR1995,,,
GR2922,Mon.comi,graptolite,Monograptus,comis,*,*,Wood,1911,GR2001,,,
GR2921,Mon.vici,graptolite,Monograptus,vicinus,*,*,Perner,1899,GR2001,,,
GR2010,Did.patu,graptolite,Didymograptus,patulentis,*,*,Chen,1979,GR2009,,,
GR2012,Did.lofu,graptolite,Didymograptus,lofuensis,*,*,Lee,1961,GR2011,,,
GR2299,Xip.sval,graptolite,Xiphograptus,formosus,svalbardensis,*,*,*,GR2011,,,
GR3623,Xip.lauf,graptolite,Xiphograptus,laufuensis,*,*,*,*,GR2011,,,
GR2976,Xip.sval,graptolite,Xiphograptus,svalbardensis,*,*,(Archer_&_Fortey),1974,GR2011,,,
GR2029,Mon.jacu,graptolite,Monograptus,jaculum,*,*,Lapworth,1876,GR2028,,,
GR2031,Mon.cren,graptolite,Monograptus,crenularis,*,*,Lapworth,1880,GR2030,,,
GR1389,Ort.stri,graptolite,Orthograptus,amplexicaulis,strigosus,*,Ross_&_Berry,*,GR2033,,,
GR1865,Gly.tenu,graptolite,Glyptograptus,tenuissimus,*,*,Ross_&_Berry,*,GR2039,,,
GR4984,Gl.lorr,graptolite,Glyptograptus,lorrainensis,*,*,Goldman_&_Bergstrom,1997,GR2040,,,
GR1324,Gly?lorr,graptolite,Glyptograptus?,lorrainensis,*,*,(Ruedemann),*,GR2040,,,
GR2042,Dip.fast,graptolite,Diplograptus,fastigatus,*,*,(Davies)Toghill,1929,GR2041,,,
GR1201,Gly.altu,graptolite,Glyptograptus,altus,*,*,Ross_&_Berry,*,GR2041,,,
GR1315,Ort.fast,graptolite,Orthograptus,fastigatus,*,*,Davies,1929,GR2041,,,
GR4643,Ort.sext,graptolite,Orthograptus,sextans,*,*,Li,1993,GR2041,,,
GR5011,Rec.lon,graptolite,Rectograptus,longissimus,*,*,Obut_&_Sobolevkaya,1964,GR2041,,,
GR2044,Gly.huds,graptolite,Glyptograptus,hudsoni,*,*,Jackson,*,GR2043,,,
GR3762,Dip.ojsu,graptolite,Diplograptus,ojsuensis,*,*,(Koren_&_Mikhailova),1980,GR2046,,,
GR3763,Dip.vica,graptolite,Diplograptus,vicatus,*,*,Lin,1993,GR2046,,,
GR5361,Par.inte,graptolite,Paracardiograptus,intermedus,*,*,Mu_et_Lee,1958,GR2055,,,
GR5269,Did(E).angu,graptolite,Didymograptus(Expansograptus),hirundo,angustus,*,Jiao,1981,GR2064,,,
GR3897,Did.toer,graptolite,Didymograptus,toernquisti,*,*,Ruedemann,1904,GR2070,,,
GR2085,Mon.sart,graptolite,Monograptus,sartorius,*,*,T_rnquist,1881,GR2086,,,
GR2089,Mon.ludl,graptolite,Monograptus,dubius,ludlowensis,*,Boucek,1936,GR2088,,,
GR3580,Ade.asia,graptolite,Adelograptus,asiaticus,*,*,Mu,1955,GR2094,,,
GR2619,Ade.clar,graptolite,Adelograptus,clarki,*,*,(Hall),*,GR2094,,,
GR1042,Ade.vict,graptolite,Adelograptus,victoriae,*,*,TS_Hall,1899,GR2094,,,
GR4368,Bry.clar,graptolite,Bryograptus,clarkei,*,*,Hall,1898,GR2094,,,
GR2622,Bry.clar,graptolite,Bryograptus,clarki,*,*,Hall,*,GR2094,,,
GR2624,Bry.subm,graptolite,Bryograptus,divergens,submissus,*,Benson_&_Keble,1936,GR2094,,,
GR4369,Bry.subs,graptolite,Bryograptus,divergens,subsimus,*,Benson_&_Keble,1936,GR2094,,,
GR2131,Bry.vict,graptolite,Bryograptus,victoriae,*,*,Hall,1899,GR2094,,,
GR3538,Clo.norv,graptolite,Clonograptus,norvegicus,*,*,Monsen,1937,GR2095,,,
GR1997,Did.geom,graptolite,Didymograptus,geometricus,*,*,T_rnquist,1901,GR2097,,,
GR2672,Glo.crud,graptolite,Glossograptus,crudus,*,*,Harris_&_Thomas,*,GR2105,,,
GR2673,Glo.gisb,graptolite,Glossograptus,crudus,gisbornensis,*,Harris_&_Thomas,*,GR2105,,,
GR4474,Acr.acuE,graptolite,Acrograptus,acutidens,early,*,*,*,GR2108,,,
GR2109,Did.acut,graptolite,Didymograptus,acutidens,*,*,Elles_&_Wood,1901,GR2108,,,
GR1059,Phy.dens,graptolite,Phyllograptus,densus,*,*,T_rnquist,1879,GR2139,,,
GR1177,Glo.ovat,graptolite,Glossograptus,ovatus,*,*,(Tullberg),1880,GR2148,,,
GR1335,Did.dist,graptolite,Didymograptus,distinctus,*,*,Harris_&_Thomas,1935,GR2152,,,
GR5260,Did(E).dist,graptolite,Didymograptus(Expansograptus),distinctus,*,*,Harris_et_Thomas,1935,GR2152,,,
GR1376,Mon.comp,graptolite,Monograptus,colonus,compactus,*,Wood,1900,GR2154,,,
GR2155,Sae.comp,graptolite,Saetograptus,colonus,compactus,*,(Wood),1900,GR2154,,,
GR1456,Mon.plan,graptolite,Monograptus,planus,*,*,(Barrande)Elles_&_Wood,1850,GR2158,,,
GR3860,Spi.plan,graptolite,Spirograptus,planus,*,*,(Barrande),*,GR2158,,,
GR2160,Dem.ruzi,graptolite,Demirastrites,pragensis,ruzickai,*,Pribyl,1943,GR2159,,,
GR1457,Mon.ruzi,graptolite,Monograptus,pragensis,ruzickai,*,(Pribyl),1943,GR2159,,,
GR1458,Mon.prot,graptolite,Monograptus,proteus,*,*,(Barrande),1850,GR2161,,,
GR3859,Spi.prot,graptolite,Spirograptus,proteus,*,*,(Barrande),1850,GR2161,,,
GR2166,Col.pumi,graptolite,Colonograptus,varians,pumilis,*,(Wood),1900,GR2165,,,
GR2005,Mon.pumi,graptolite,Monograptus,varians,pumilis,*,Wood,1900,GR2165,,,
GR2168,Tet.hick,graptolite,Tetragraptus,hicksii,*,*,Hopkinson,1875,GR2167,,,
GR4943,Cli.ven,graptolite,Climacograptus,venustus,*,*,Hs_,1959,GR2169,,,
GR1351,Cli.supe,graptolite,Climacograptus,latus,supernus,*,Elles_&_Wood,1906,GR2170,,,
GR2036,Cli.supe,graptolite,Climacograptus,longispinus,supernus,*,(Elles_&_Wood),1982,GR2170,,,
GR1299,Cli.supe,graptolite,Climacograptus,supernus,*,*,Elles_&_Wood,1906,GR2170,,,
GR2704,Dip.supe,graptolite,Diplacanthograptus,longispinus,supernus,*,Elles_&_Wood,*,GR2170,,,
GR3740,Cli.hube,graptolite,Climacograptus,hubeiensis,*,*,Ge,1984,GR2171,,,
GR2175,App.hval,graptolite,Appendispinograptus,longispinus,hvalross,*,(Ross_&_Berry),1963,GR2174,,,
GR2247,App.long,graptolite,Appendispinograptus,longispinus,hvalross_cf,*,(Ross_&_Berry),1963,GR2174,,,
GR2176,Cli.long,graptolite,Climacograptus,longispinus,hvalross,*,Ross_&_Berry,1963,GR2174,,,
GR3757,Amp.orie,graptolite,Amplexograptus,orientalis,*,*,(Mu_et_al),1974,GR2177,,,
GR3753,Dip.orie,graptolite,Diplograptus,orientalis,orientalis,*,Mu_et_al,1974,GR2177,,,
GR3756,Dip.viri,graptolite,Diplograptus,viriosus,*,*,Mu_&_Ni,1983,GR2177,,,
GR2235,Amp.acce,graptolite,Amplexograptus,acceptus,*,*,(Koren_&_Mikhaylova),1980,GR2179,,,
GR1860,Cli.acce,graptolite,Climacograptus,acceptus,*,*,Koren_&_Mikhajlova,1980,GR2179,,,
GR1284,Dip.mode,graptolite,Diplograptus,modestus,modestus,*,Lapworth,1876,GR2182,,,
GR3777,Mes.mode,graptolite,Mesograptus,modestus,*,*,(Lapworth),1876,GR2182,,,
GR4270,Nor.mode,graptolite,Normalograptus,modestus,modestus,*,(Lapworth),*,GR2182,,,
GR1316,Ort.dent,graptolite,Orthoretiograptus,denticulatus,*,*,Wang_et_al,1977,GR2184,fide Storch et al. 2011,,
GR5080,Ppl.del,graptolite,Paraplegmatograptus,delicatulus,*,*,Mu_&_Zhang,1963,GR2185,,,
GR5082,Ppl.for,graptolite,Paraplegmatograptus,formosus,*,*,Mu_(in_Mu_et_al),1993,GR2185,,,
GR5081,Ppl.gra,graptolite,Paraplegmatograptus,gracilis,*,*,Mu,1978,GR2185,,,
GR2243,Gly.post,graptolite,Glyptograptus,posterus,*,*,Koren_&_Tsaj,*,GR2187,,,
GR3385,App.pogr,graptolite,Appendispinograptus,pogrebovi,*,*,(Koren_&_Sobolevskaya),*,GR2188,,,
GR3743,Cli.lept,graptolite,Climacograptus,leptothecalis,*,*,Mu_&_Ge,1982,GR2188,,,
GR3744,Cli.angu,graptolite,Climacograptus,leptothecalis,angustus,*,Wang,1983,GR2188,,,
GR4640,Dic.memb,graptolite,Dicellograptus,turgidus,membranesis,*,Chen,1983,GR2189,,,
GR4644,Got.disj,graptolite,Gothograptus,disjunctus,*,*,Yin_&_Mu,1945,GR2193,,,
GR4647,Yin.brev,graptolite,Yinograptus,brevispinus,*,*,Mu,1993,GR2193,,,
GR4646,Yin.grac,graptolite,Yinograptus,gracilispinus,*,*,Mu,1993,GR2193,,,
GR4645,Yin.robu,graptolite,Yinograptus,robustus,*,*,Mu,1993,GR2193,,,
GR2246,Gly.unif,graptolite,Glyptograptus,uniformis,*,*,Mu_&_Lin,1993,GR2197,,,
GR4418,Neo.impe,graptolite,Neodiplograptus,imperfectus,*,*,(Legrande),1986,GR2203,,,
GR4213,Dip.para,graptolite,Diplograptus,parajanus,*,*,Storch,1983,GR2209,,,
GR3782,Dip.elac,graptolite,Diplograptus,elacatus,*,*,Yu_et_al,1988,GR2211,,,
GR3781,Dip.shan,graptolite,Diplograptus,shanchongensis,*,*,Li,1984,GR2211,,,
GR1858,Par.sini,graptolite,Paraclimacograptus,sinitzini,*,*,Chaletskaya,1960,GR2218,,,
GR2120,Cli.minu,graptolite,Climacograptus,minutus,*,*,Carruthers,1868,GR2220,,,
GR3721,Ort.unif,graptolite,Orthograptus,uniformis,*,*,Mu_&_Li,1978,GR2221,,,
GR2248,Par.affi,graptolite,Paraorthograptus,pacificus,affinis,*,Koren_&_Tzai,1980,GR2224,,,
GR2205,Par.unif,graptolite,Paraorthograptus,uniformis,*,*,Mu_&_Li,1984,GR2224,,,
GR2207,Nor.fort,graptolite,Normalograptus,fortithecatus,*,*,(Hsu),*,GR2226,,,
GR2238,Acr.supe,graptolite,Acrograptus,superstes,*,*,(Lapworth),1876,GR2237,,,
GR2236,Did.supe,graptolite,Didymograptus,superstes,*,*,Lapworth,1876,GR2237,,,
GR1244,Ort.soci,graptolite,Orthograptus,amplexicaulis,socialis,*,(Lapworth),1880,GR2250,,,
GR3469,Ort.soci,graptolite,Orthograptus,socialis,*,*,(Lapworth),1880,GR2250,,,
GR3156,Ort.abre,graptolite,Orthograptus,abbreviatus,*,*,Elles_&_Wood,1907,GR2259,,,
GR1365,Ort.abbr,graptolite,Orthograptus,amplexicaulis,abbreviatus,*,Elles_&_Wood,1907,GR2259,,,
GR1867,Ort.artu,graptolite,Orthograptus,amplexicaulis,artus,*,*,*,GR2259,,,
GR1302,Ort.abbr,graptolite,Orthograptus,truncatus,abbreviatus,*,Elles_&_Wood,1907,GR2259,,,
GR3717,Ort.tsun,graptolite,Orthograptus,tsunyensis,*,*,(Mu),1945,GR2259,,,
GR3718,Rec.hulo,graptolite,Rectograptus,abbreviatus,huloensis,*,Li,1993,GR2259,,,
GR1369,Rec.abbr,graptolite,Rectograptus,amplexicaulis,abbreviatus,*,Elles_&_Wood,1907,GR2259,,,
GR3460,Rec.artu,graptolite,Rectograptus,amplexicaulis,artus,*,*,*,GR2259,,,
GR3719,Rec.ensi,graptolite,Rectograptus,ensiformis,*,*,Li,1993,GR2259,,,
GR3720,Rec.sini,graptolite,Rectograptus,gracilis,sinicus,*,Li,1993,GR2259,,,
GR3716,Ret.tsun,graptolite,Retiolites,tsunyensis,*,*,Mu,1945,GR2259,,,
GR2232,Cli.sini,graptolite,Climacograptus,sinicus,*,*,Ge,*,GR2260,,,
GR2271,Rec.obes,graptolite,Rectograptus,truncatus,obesus,*,Li,*,GR2270,,,
GR2634,Dic.soli,graptolite,Dichograptus,octonarius,solida,*,Harris_&_Thomas,*,GR2282,,,
GR3804,Did.diap,graptolite,Didymograptus,diapanson,*,*,*,*,GR2284,,,
GR5523,Did(D)mul,graptolite,Didymograptus(Didymograptellus) ,multiplex,*,*,*,*,GR2285,,,
GR2635,Dic.tenu,graptolite,Dichograptus,tenuissimus,*,*,Harris_&_Thomas,1942,GR2286,,,
GR2659,Zyg.irre,graptolite,Zygograptus,irregularis,*,*,Harris_&_Thomas,1941,GR2288,,,
GR2660,Gon.crin,graptolite,Goniograptus,crinitus,*,*,Hall,1914,GR2291,,,
GR2636,Cor.pant,graptolite,Corymbograptus,pantoni,*,*,Etheridge,*,GR2292,,,
GR5525,Tet(P)f2,graptolite,Tetragraptus(Pendeograptus),fruticosus,2s,*,*,*,GR2292,,,
GR1539,Mon.roem,graptolite,Monograptus,roemeri,*,*,(Barrande),1850,GR2307,,,
GR4117,Sae.roem,graptolite,Saetograptus,roemeri,*,*,(Barrande),1850,GR2307,,,
GR3530,Mon.cren,graptolite,Monograptus,crenulatus,*,*,(T_rnquist),1881,GR2311,,,
GR1563,Mon.vome,graptolite,Monograptus,vomerinus,vomerinus,*,(Nicholson),1872,GR2311,,,
GR1882,Mon.spir,graptolite,Monograptus,tullbergi,spiraloides,*,(Pribyl),1944,GR2319,,,
GR2957,Spi.spir,graptolite,Spirograptus,tullbergi,spiraloides,*,Pribyl,1946,GR2319,,,
GR4127,Tor.spir,graptolite,Torquigraptus,tullbergi,spiraloides,*,*,*,GR2319,,,
GR1810,Mon.bjer,graptolite,Monograptus,bjerringus,*,*,Bjerreskov,1975,GR2330,,,
GR1822,Mon.tull,graptolite,Monograptus,tullbergi,tullbergi,*,Boucek,1931,GR2332,,,
GR3862,Spi.tull,graptolite,Spirograptus,tullbergi,tullbergi,*,(Boucek),*,GR2332,,,
GR1490,Mon.spir,graptolite,Monograptus,spiralis,spiralis,*,(Geinitz),1852,GR2333,,,
GR3861,Spi.spir,graptolite,Spirograptus,spiralis,*,*,(Geinitz),*,GR2333,,,
GR3111,Mon.flag,graptolite,Monograptus,flagellaris,*,*,T_rnquist,*,GR2341,,,
GR3374,Okt.flag,graptolite,Oktavites,flagellaris,*,*,(T_rnquist),*,GR2341,,,
GR3858,Spi.flag,graptolite,Spirograptus,flagellaris,*,*,(T_rnquist),*,GR2341,,,
GR4441,Ort.inop,graptolite,Orthograptus,inopinatus,*,*,Boucek,*,GR2342,,,
GR1066,Pse.schE,graptolite,Pseudoclimacograptus,scharenbergi,scharenbergi,early,(Lapworth),1876,GR2351,,,
