GRCode,short name,clade,genus,trivial,subnames,subnames,taxon_author,date,senior synonym,,,
GR2969,Did.spin,graptolite,Didymograptus,spinulosus,*,*,(Perner),*,*,,,
GR3494,Did.stan,graptolite,Didymograptus,stanislavi,*,*,(Boucek),1973,*,,,
GR2521,Did.stav,graptolite,Didymograptus,stavus,*,*,Legg,*,*,,,
GR3949,Did.subt,graptolite,Didymograptus,subtenuis,*,*,(Hall),*,*,,,
GR4835,Did.undu,graptolite,Didymograptus,undulatus,*,*,Lindholm,1981,*,,,
GR2283,Did.vfra,graptolite,Didymograptus,v-fractus,v-fractus,*,Salter,1863,*,,,
GR3417,Did.vici,graptolite,Didymograptus,vicinus,*,*,Harris_&_Thomas,1938,*,,,
GR4113,Did.volu,graptolite,Didymograptus,volucer,*,*,*,*,*,,,
GR5221,Did.ell,graptolite,Didymograptus ,ellisae,*,*,Ruedemann,1904,*,,,
GR4837,Did?unif,graptolite,Didymograptus?,uniformis,lepidus,*,Dean_et_al,2000,*,,,
GR5487,Did lat,graptolite,Didymograptus(E.),latus-aequalis,transients,*,Jackson&Hall,2006,*,,,
GR5275,Did(E).hulo,graptolite,Didymograptus(Expansograptus),huloensis,*,*,Hsu,1934,*,,,
GR5276,Did(E).huna,graptolite,Didymograptus(Expansograptus),hunanensis,*,*,Li_et_al,2000,*,,,
GR4282,Dim.comp,graptolite,Dimorphograptus,compactus,*,*,Storch_&_Serpagli,2008,*,,,
GR1367,Dim.conf,graptolite,Dimorphograptus,confertus,confertus,*,(Nicholson),1868,*,,,
GR2025,Dim.swan,graptolite,Dimorphograptus,confertus,swanstoni,*,Lapworth,1876,*,,,
GR3271,Dim.decu,graptolite,Dimorphograptus,decussatus,decussatus,*,(Lapworth),*,*,,,
GR2841,Dim.part,graptolite,Dimorphograptus,decussatus,partiter,*,Elles_&_Wood,1908,*,,,
GR1441,Dim.elon,graptolite,Dimorphograptus,elongatus,*,*,Lapworth,1876,*,,,
GR1466,Dim.epil,graptolite,Dimorphograptus,epilongissimus,*,*,Rickards,*,*,,,
GR1355,Dim.erec,graptolite,Dimorphograptus,erectus,erectus,*,Elles_&_Wood,1908,*,,,
GR1465,Dim.nich,graptolite,Dimorphograptus,erectus,nicholsoni,*,Rickards,*,*,,,
GR1410,Dim.long,graptolite,Dimorphograptus,longissimus,*,*,Kurck,*,*,,,
GR2228,Dim.mala,graptolite,Dimorphograptus,malayensis,*,*,Jones,*,*,,,
GR3115,Dim.minu,graptolite,Dimorphograptus,minutus,*,*,*,*,*,,,
GR1803,Dim.phys,graptolite,Dimorphograptus,physophora,*,*,(Nicholson),1868,*,,,
GR3121,Dim.alas,graptolite,Dimorphograptus,physophora,alaskensis,*,Churkin_&_Carter,*,*,,,
GR3683,Dim.phys,graptolite,Dimorphograptus,physophora,sensu_Koren&Rickards,*,*,*,*,,,
GR4285,Dim.swan,graptolite,Dimorphograptus,swanstoni,*,*,Lapworth,1876,*,,,
GR1442,Dim.decu,graptolite,Dimorphogratus,decussatus,decussatus,*,Elles_&_Wood,1908,*,,,
GR3301,Dip.caud,graptolite,Diplacanthograptus,caudatus,*,*,*,*,*,,,
GR2604,Dip.doro,graptolite,Diplacanthograptus,dorotheus,*,*,(Riva),*,*,,,
GR1910,Dip.lanc,graptolite,Diplacanthograptus,lanceolatus,*,*,(VandenBerg),1990,*,,,
GR2605,Dip.spin,graptolite,Diplacanthograptus,spiniferus,*,*,(Ruedemann),*,*,,,
GR5565,Dip.cras,graptolite,Diplograptus,crassitestus,*,*,Ruedemann,1908,*,,,
GR2757,Dip.elle,graptolite,Diplograptus,ellesae,*,*,Bulman,1963,*,,,
GR1235,Dip.foli,graptolite,Diplograptus,foliaceus,*,*,(Murchison),1839,*,,,
GR2758,Dip.holl,graptolite,Diplograptus,hollingsworthi,*,*,Skevington,1970,*,,,
GR4662,Dip.holl,graptolite,Diplograptus,hollingworthi,*,*,Skevington,1970,*,,,
GR1850,Dip.impr,graptolite,Diplograptus,improvisus,*,*,*,*,*,,,
GR4376,Dip.long,graptolite,Diplograptus,longicaudatus,*,*,Ruedemann,1904,*,,,
GR4948,Dip.max,graptolite,Diplograptus,maximus,*,*,(Mu),1945,*,,,
GR2760,Dip.prim,graptolite,Diplograptus,modestus,primus,*,Mikhaylova,1980,*,,,
GR5062,Dip.dim,graptolite,Diplograptus,multidens,diminutus,*,Ruedemann,1947,*,,,
GR5507,Dip n.,graptolite,Diplograptus,n.sp.1,Goldman ,*,Goldman,unpublished,*,,,
GR4996,Dip.nich,graptolite,Diplograptus,nicholsoni,*,*,(Toghill),1970,*,,,
GR4548,Dip.nsp,graptolite,Diplograptus,nsp,*,*,Melchin,1989,*,,,
GR3378,Dip.nspA,graptolite,Diplograptus,nspA,*,*,Finney_et_al,1996,*,,,
GR3755,Dip.scar,graptolite,Diplograptus,orientalis,scariosus,*,Fu,*,*,,,
GR5303,Dip.prae,graptolite,Diplograptus,praelongatus,*,*,Ge,1990,*,,,
GR2762,Dip.pris,graptolite,Diplograptus,pristis,*,*,(Hisinger),1837,*,,,
GR4631,Dip.rari,graptolite,Diplograptus,rarithecatus,*,*,(Ross_&_Berry),1963,*,,,
GR4636,Dip.rigi,graptolite,Diplograptus,rigidus,*,*,(Lee),1994,*,,,
GR3509,Dip.simi,graptolite,Diplograptus,similis,*,*,Caley,1936,*,,,
GR5304,Dip.sini,graptolite,Diplograptus,sinicus,*,*,Mu_Geh_et_Yin,1962,*,,,
GR4439,Dip.toer,graptolite,Diplograptus,toernquisti,*,*,*,*,*,,,
GR3058,Div.bohe,graptolite,Diversograptus,bohemicus,*,*,Boucek,*,*,,,
GR4135,Div.glob,graptolite,Diversograptus,globosus,*,*,Boucek_&_Pribyl,*,*,,,
GR1916,Div.ramo,graptolite,Diversograptus,ramosus,*,*,Manck,1923,*,,,
GR4134,Div.zelk,graptolite,Diversograptus,zelkovicensis,*,*,Boucek_&_Pribyl,*,*,,,
GR3079,Dol.latu,graptolite,Doliograptus,latus,*,*,Lenz_&_Kozlowska-Dawidz,2002,*,,,
GR5051,Dul.sub,graptolite,Dulebograptus,subbellus,*,*,Sobolevskaya,2011,*,,,
GR1592,Eis.chai,graptolite,Eisenackograptus,chainos,*,*,(Lenz),1993,*,,,
GR3601,Eni.mitc,graptolite,Enigmagraptus,mitchelli,*,*,(Rickards_&_Wright),1999,*,,,
GR3602,Eni.penn,graptolite,Enigmagraptus,pennyae,*,*,Rickards_&_Wright,2004,*,,,
GR3600,Eni.yass,graptolite,Enigmagraptus,yassensis,*,*,(Rickards_&_Wright),1999,*,,,
GR5305,Eog.asym,graptolite,Eoglyptograptus,asymmetros,*,*,Goldman_et_Zhang,2016,*,,,
GR5118,Eog.gerh,graptolite,Eoglyptograptus,gerhardi,*,*,Maletz_,2011,*,,,
GR3288,Eog.jaro,graptolite,Eoglyptograptus,jaroslavi,*,*,(Boucek),1973,*,,,
GR4626,Eog.nsp.,graptolite,Eoglyptograptus,nsp,geniculate_thecae,*,Maletz,2007,*,,,
GR5385,Eot.amii,graptolite,Eotetragraptus,amii,*,*,(Lapworth_in_Elles&Wood),1902,*,,,
GR5387,Eot.deci,graptolite,Eotetragraptus,decipiens,*,*,(Hall),1899,*,,,
GR5389,Eot.imma,graptolite,Eotetragraptus,immaturus,*,*,(Hsu),1934,*,,,
GR5391,Eot.quad,graptolite,Eotetragraptus,quadribrachiatus,*,*,(Hall),1858,*,,,
GR1093,Eta.hart,graptolite,Etagraptus,harti,*,*,(TS Hall),1914,*,,,
GR2286,Eta.tenu,graptolite,Etagraptus,tenuissimus,*,*,(Harris_&_Thomas),1942,*,,,
GR2655,Eta.trig,graptolite,Etagraptus,trigonograptoides,*,*,(Harris_&_Thomas),*,*,,,
GR2565,Eta.trio,graptolite,Etagraptus,triograptoides,*,*,(Harris_&_Thomas),1938,*,,,
GR5519,Eta zhe,graptolite,Etagraptus,zhejiangensis,*,*,Geh,1964,*,,,
GR3828,Euc.adcf,graptolite,Euroclimacis,adunca_cf,*,*,*,*,*,,,
GR4381,Eur.hama,graptolite,Euroclimacis,hama,*,*,Loydell_et_al,2008,*,,,
GR4386,Eur.hama,graptolite,Euroclimacis,hamata,*,*,Loydell_et_al,2008,*,,,
GR4385,Eur.iber,graptolite,Euroclimacis,iberica,*,*,Storch,1998,*,,,
GR4378,Eur.jaba,graptolite,Euroclimacis,jabalonensis,*,*,Loydell_et_al,2008,*,,,
GR4379,Eur.prad,graptolite,Euroclimacis,pradoi,*,*,Loydell_et_al,2008,*,,,
GR1164,Exi.clav,graptolite,Exigraptus,clavus,*,*,Mu,1979,*,,,
GR5306,Exi.glob,graptolite,Exigraptus,globosus,*,*,Chen,1982,*,,,
GR5307,Exi.latu,graptolite,Exigraptus,latus,*,*,Chen,1982,*,,,
GR2057,Exi.nanu,graptolite,Exigraptus,nanus,*,*,Mu,1979,*,,,
GR3339,Exi.nsp1,graptolite,Exigraptus,nsp1,*,*,Maletz,2005,*,,,
GR3338,Exi.nsp2,graptolite,Exigraptus,nsp2,*,*,Maletz,2005,*,,,
GR1163,Exi.unif,graptolite,Exigraptus,uniformis,*,*,Mu,1979,*,,,
GR3331,Exp.abdi,graptolite,Expansograptus,abditus,*,*,(Williams_&_Stevens),1988,*,,,
GR1156,Exp.abno,graptolite,Expansograptus,abnormis,*,*,(Hsu),1934,*,,,
GR2523,Exp.acri,graptolite,Expansograptus,acriculus,*,*,Keble_&_Harris,1934,*,,,
GR2524,Exp.adam,graptolite,Expansograptus,adamantinus,*,*,(Hall),1941,*,,,
GR5255,Exp.alat,graptolite,Expansograptus,alatus,*,*,(Chen_in_Mu_et_al),1979,*,,,
GR5257,Exp.aora,graptolite,Expansograptus,aorangiensis,*,*,(Keble_et_Benson),1929,*,,,
GR2525,Exp.aspe,graptolite,Expansograptus,asperus,*,*,(Harris_&_Thomas),1938,*,,,
GR2526,Exp.aure,graptolite,Expansograptus,aureus,*,*,(Hall),1941,*,,,
GR1219,Exp.cons,graptolite,Expansograptus,constrictus,*,*,(Hall),1865,*,,,
GR4330,Exp.dece,graptolite,Expansograptus,decens,*,*,*,*,*,,,
GR5557,Exp.dem,graptolite,Expansograptus,demissus,*,*,(T_rnquist),*,*,,,
GR2527,Exp.dila,graptolite,Expansograptus,dilatans,*,*,(Hall),1914,*,,,
GR2152,Exp.dist,graptolite,Expansograptus,distinctus,*,*,(Harris_&_Thomas),1935,*,,,
GR2529,Exp.elon,graptolite,Expansograptus,elongatus,*,*,(Harris_&_Thomas),1940,*,,,
GR1220,Exp.ensj,graptolite,Expansograptus,ensjoensis,*,*,(Monsen),1937,*,,,
GR5262,Exp.venu,graptolite,Expansograptus,ensjoensis,venustus,*,(Fu),1982,*,,,
GR1158,Exp.exil,graptolite,Expansograptus,exilis,*,*,(Ni),1979,*,,,
GR1227,Exp.exte,graptolite,Expansograptus,extensus,*,*,(Hall),1858,*,,,
GR5264,Exp.elat,graptolite,Expansograptus,extensus,elatus,*,(Monsen),1937,*,,,
GR5266,Exp.inje,graptolite,Expansograptus,extensus,injectus,*,(Chen_in_Mu_et_al),1979,*,,,
GR3104,Exp.line,graptolite,Expansograptus,extensus,linearis,*,Monsen,1937,*,,,
GR2409,Exp.gold,graptolite,Expansograptus,goldschmidti,*,*,(Monsen),1937,*,,,
GR4329,Exp.gran,graptolite,Expansograptus,grandis,*,*,*,*,*,,,
GR4760,Exp.mino,graptolite,Expansograptus,grandis,minor,*,*,*,*,,,
GR1159,Exp.hiru,graptolite,Expansograptus,hirundo,*,*,(Salter),1863,*,,,
GR2064,Exp.angu,graptolite,Expansograptus,hirundo,angustus,*,(Jiao),1981,*,,,
GR5271,Exp.jian,graptolite,Expansograptus,hirundo,jiangshanensis,*,(Ge),1983,*,,,
GR5273,Exp.occi,graptolite,Expansograptus,hirundo,occidentalis,*,(Ruedemann),1947,*,,,
GR3334,Exp.wide,graptolite,Expansograptus,hirundo,wide_morph,*,*,*,*,,,
GR4328,Exp.holm,graptolite,Expansograptus,holmi,*,*,T_rnquist,*,*,,,
GR4292,Exp.krek,graptolite,Expansograptus,kreklingensis,*,*,(Monsen),1936,*,,,
GR2530,Exp.aequ,graptolite,Expansograptus,latus,aequalis,*,Harris_&_Thomas,1938,*,,,
GR1330,Exp.latG,graptolite,Expansograptus,latus,gp,*,*,*,*,,,
GR3907,Exp.latu,graptolite,Expansograptus,latus,latus,*,Hall,1907,*,,,
GR2063,Exp.line,graptolite,Expansograptus,lineatus,*,*,*,*,*,,,
GR5453,Exp.nema,graptolite,Expansograptus,nematus,*,*,Ni,*,*,,,
GR5309,Exp.nexu,graptolite,Expansograptus,nexus,*,*,Wang,1965,*,,,
GR2411,Exp.niti,graptolite,Expansograptus,nitidus,*,*,(Hall),1858,*,,,
GR4073,Exp.nsp1,graptolite,Expansograptus,nsp1,*,*,Zhang_et_al,2007,*,,,
GR4077,Exp.nsp2,graptolite,Expansograptus,nsp2,*,*,Zhang_et_al,2007,*,,,
GR4024,Exp.opim,graptolite,Expansograptus,opimus,*,*,Monsen,*,*,,,
GR4067,Exp.osci,graptolite,Expansograptus,oscilatoris,*,*,*,*,*,,,
GR4025,Exp.parv,graptolite,Expansograptus,parvus,*,*,Chen_&_Xia,*,*,,,
GR2413,Exp.patu,graptolite,Expansograptus,patulus,*,*,(Hall),1858,*,,,
GR4331,Exp.patu,graptolite,Expansograptus,patulus,sensu_T_rnquist,*,*,*,*,,,
GR2415,Exp.penn,graptolite,Expansograptus,pennatulus,*,*,(Hall),1858,*,,,
GR2531,Exp.perd,graptolite,Expansograptus,perditus,*,*,Hall,1914,*,,,
GR1155,Exp.prae,graptolite,Expansograptus,praenuntius,*,*,(T_rnquist),1901,*,,,
GR2532,Exp.proc,graptolite,Expansograptus,procumbens,*,*,Hall,1914,*,,,
GR1157,Exp.prot,graptolite,Expansograptus,protoindentus,*,*,(Monsen),1937,*,,,
GR4021,Exp.sequ,graptolite,Expansograptus,sequus,*,*,*,*,*,,,
GR1331,Exp.simi,graptolite,Expansograptus,similis,*,*,Hall,1865,*,,,
GR2417,Exp.simu,graptolite,Expansograptus,simulans,*,*,(Elles_&_Wood),1901,*,,,
GR2419,Exp.spar,graptolite,Expansograptus,sparsus,*,*,(Hopkinson),1875,*,,,
GR2421,Exp.suec,graptolite,Expansograptus,suecicus,*,*,(Tullberg),1880,*,,,
GR2533,Exp.robu,graptolite,Expansograptus,suecicus,robustus,*,Monsen,*,*,,,
GR2237,Exp.supe,graptolite,Expansograptus,superstes,*,*,(Lapworth),1876,*,,,
GR5025,Exp.tai,graptolite,Expansograptus,taimyrensis,*,*,Obut_&_Sobolevkaya,1962,*,,,
GR2070,Exp.toer,graptolite,Expansograptus,toernquisti,*,*,(Ruedemann),1904,*,,,
GR2432,Exp.unif,graptolite,Expansograptus,uniformis,*,*,(Elles_&_Wood),1901,*,,,
GR4327,Exp.urba,graptolite,Expansograptus,urbanus,*,*,*,*,*,,,
GR2534,Exp.comm,graptolite,Expansograptus,validus,communis,*,(Monsen),1937,*,,,
GR3895,Exp.vali,graptolite,Expansograptus,validus,validus,*,(T_rnquist),1901,*,,,
GR4764,Exp.very,graptolite,Expansograptus,very-wide-stipes,*,*,*,*,*,,,
GR4333,Exp.will,graptolite,Expansograptus,williamsii,*,*,*,*,*,,,
GR4020,Exp.wuni,graptolite,Expansograptus,Wuninensis,*,*,*,*,*,,,
GR5571,Exp.man,graptolite,Expansograptus?,mancus,*,*,(Gutierrez-Marco),1986,*,,,
GR4332,Exp?mobe,graptolite,Expansograptus?,mobergi,*,*,*,*,*,,,
GR4235,For.form,graptolite,Formosograptus,formosus,*,*,(Boucek),1931,*,,,
GR3201,Gal.wenn,graptolite,Galeograptus,wennersteni,*,*,Wiman,1901,*,,,
GR5463,Gei.quad,graptolite,Geitonograptus,quadratus,*,*,Ni,1991,*,,,
GR5311,Gei.suni,graptolite,Geitonograptus,suni,*,*,Obut et Zubtzov,*,*,,,
GR5132,Gen.cra,graptolite,Geniculograptus,crassimarginatus,*,*,(Ruedemann_&_Decker),1934,*,,,
GR5133,Gen.mag,graptolite,Geniculograptus,magnificus,*,*,(Twenhofel),1928,*,,,
GR1146,Gen.pygm,graptolite,Geniculograptus,pygmaeus,*,*,Ruedemann,1904,*,,,
GR1144,Gen.typi,graptolite,Geniculograptus,typicalis,*,*,(Hall),*,*,,,
GR1321,Gen.sspA,graptolite,Geniculograptus,typicalis,sspA,*,*,*,*,,,
GR1174,Glo.acan,graptolite,Glossograptus,acanthus,*,*,Elles_&_Wood,1908,*,,,
GR2483,Glo.arma,graptolite,Glossograptus,armatus,*,*,(Nicholson),1869,*,,,
GR3974,Glo.bria,graptolite,Glossograptus,briaros,*,*,Ni,1983,*,,,
GR1179,Glo.cili,graptolite,Glossograptus,ciliatus,*,*,Emmons,1855,*,,,
GR5063,Glo.dib,graptolite,Glossograptus,ciliatus,debilis,*,Ruedemann,1908,*,,,
GR3427,Glo.echi,graptolite,Glossograptus,echinatus,*,*,Ruedemann,1904,*,,,
GR5312,Glo.exig,graptolite,Glossograptus,exiguus,*,*,Bulman,1931,*,,,
GR1186,Glo.fimb,graptolite,Glossograptus,fimbriatus,*,*,(Hopkinson),1872,*,,,
GR5313,Glo.fusu,graptolite,Glossograptus,fusus,*,*,Mu_Geh_et_Yin,1962,*,,,
GR5314,Glo.grac,graptolite,Glossograptus,gracilis,*,*,Mu_Geh_et_Yin,1962,*,,,
GR1067,Glo.hinE,graptolite,Glossograptus,hincksii,early,*,(Hopkinson),1872,*,,,
GR1393,Glo.horr,graptolite,Glossograptus,horridus,*,*,Ruedemann,*,*,,,
GR3912,Glo.hyst,graptolite,Glossograptus,hystrix,*,*,Ruedemann,1904,*,,,
GR5316,Glo.long,graptolite,Glossograptus,longispinus,*,*,Mu_Geh_et_Yin,1962,*,,,
GR5315,Glo.angu,graptolite,Glossograptus,longispinus,angustus,*,Mu_Geh_et_Yin,1962,*,,,
GR5317,Glo.peti,graptolite,Glossograptus,petilus,*,*,Ge,1962,*,,,
GR2586,Glo.pilo,graptolite,Glossograptus,pilosus,*,*,Keble_&_Harris,1934,*,,,
GR5010,Glo.rob,graptolite,Glossograptus,robustus,*,*,Hsu,1934,*,,,
GR3011,Glo.scan,graptolite,Glossograptus,scanicus,*,*,*,*,*,,,
GR4608,Glo.sini,graptolite,Glossograptus,sinicus,*,*,Mu_&_Zhan,1966,*,,,
GR5318,Glo.sish,graptolite,Glossograptus,sishunensis,*,*,Li_et_al,2000,*,,,
GR5319,Glo Str,graptolite,Glossograptus,strenes,*,*,Ni,*,*,,,
GR3975,Glo.wuni,graptolite,Glossograptus,wuningensis,*,*,Ni,1983,*,,,
GR5449,Glo.mino,graptolite,Glosspgraptus,minor,*,*,Mu_Geh_et_Yin,1962,*,,,
GR5447,Glo.tene,graptolite,Glosspgraptus,tenellus,*,*,Ni,1991,*,,,
GR1769,Gly.alte,graptolite,Glyptograptus,alternis,*,*,(Packham),1962,*,,,
GR5320,Gly.ante,graptolite,Glyptograptus,antennatus,*,*,Ge,1990,*,,,
GR1792,Gly.auri,graptolite,Glyptograptus,auritus,*,*,Bjerreskov,1975,*,,,
GR3043,Gly.barb,graptolite,Glyptograptus,barbatus,*,*,Elles_&_Wood,*,*,,,
GR5324,Gly.chan,graptolite,Glyptograptus,changningensis,*,*,Mu,1979,*,,,
GR2035,Gly.cune,graptolite,Glyptograptus,cuneatus,*,*,Rickards,1970,*,,,
GR5325,Gly.dash,graptolite,Glyptograptus,dashabensis,*,*,Mu,1979,*,,,
GR5328,Gly.dent,graptolite,Glyptograptus,denticulatus,*,*,Mu,1979,*,,,
GR1621,Gly.eleg,graptolite,Glyptograptus,elegans,*,*,Packham,1962,*,,,
GR1363,Gly.enod,graptolite,Glyptograptus,enodis,enodis,*,Packham,1962,*,,,
GR2782,Gly.latu,graptolite,Glyptograptus,enodis,latus,*,Packham,1970,*,,,
GR3358,Gly.exca,graptolite,Glyptograptus,excavatus,*,*,*,*,*,,,
GR1607,Gly.fast,graptolite,Glyptograptus,fastigatus,*,*,Haberfelner,1931,*,,,
GR1750,Gly.gnom,graptolite,Glyptograptus,gnomus,*,*,*,*,*,,,
GR4507,Gly.grCH,graptolite,Glyptograptus,gracilis,sensuChen,*,Ge,1983,*,,,
GR4102,Gly.grac,graptolite,Glyptograptus,graciosus,*,*,Soboloevskaya,*,*,Not sure what this is in the Da1.  Proclimaco? early Normalo? ,,
GR1375,Gly.ince,graptolite,Glyptograptus,incertus,*,*,(Elles_&_Wood),1907,*,,,
GR2208,Gly.kaoc,graptolite,Glyptograptus,kaochaipiensis,*,*,*,*,*,,,
GR3130,Gly.kayi,graptolite,Glyptograptus,kayi,*,*,*,*,*,,,
GR4576,Gly.nssp,graptolite,Glyptograptus,kayi,nssp,*,Melchin,1989,*,,,
GR3491,Gly.lac_af,graptolite,Glyptograptus,laciniosus_aff,*,*,_Underwood_et_al,1998,*,??,,
GR2216,Gly.lung,graptolite,Glyptograptus,lungshanensis,*,*,*,*,*,,,
GR1859,Gly.malu,graptolite,Glyptograptus,malus,*,*,*,*,*,,,
GR3730,Gly.miru,graptolite,Glyptograptus,mirus,*,*,Mu_&_Lin,1993,*,,,
GR5177,Gly.nsp1,graptolite,Glyptograptus,n.sp.1,*,*,Riva,1969,*,,,
GR1793,Gly.nebu,graptolite,Glyptograptus,nebula,*,*,Toghill_&_Strachan,1970,*,,,
GR2781,Gly.niko,graptolite,Glyptograptus,nikolayevi,*,*,Obut,1965,*,,,
GR4538,Gly.nsp1,graptolite,Glyptograptus,nsp1,*,*,Fan_&_Chen,2007,*,,,
GR3328,Gly.nsp1,graptolite,Glyptograptus,nsp1,*,*,Podhalanska,1980,*,,,
GR4495,Gly.nsp1,graptolite,Glyptograptus,nsp1,*,*,Rickards,1970,*,,,
GR4539,Gly.nsp2,graptolite,Glyptograptus,nsp2,*,*,Fan_&_Chen,2007,*,,,
GR3313,Gly.nsp2,graptolite,Glyptograptus,nsp2,*,*,Podhalanska,1980,*,,,
GR2764,Gly.occi,graptolite,Glyptograptus,occidentalis,*,*,Ruedemann,1947,*,,,
GR1472,Gly.pack,graptolite,Glyptograptus,packhami,*,*,Rickards,*,*,,,
GR2783,Gly.plur,graptolite,Glyptograptus,plurithecatus,*,*,Obut_&_Sobolevskaya,1964,*,,,
GR5445,Gly.wuni,graptolite,Glyptograptus,plurithecatus,wuningensis,*,Ni,1991,*,,,
GR5333,Gly.pygm,graptolite,Glyptograptus,pygmaeus,*,*,Ge et al. ,1990,*,,,
GR4420,Gly.saha,graptolite,Glyptograptus,saharensis,*,*,*,*,*,,,
GR1663,Gly.serr,graptolite,Glyptograptus,serratus,*,*,(Elles_&_Wood),1907,*,,,
GR2023,Gly.barb,graptolite,Glyptograptus,serratus,barbatus,*,Elles_&_Wood,1906,*,,,
GR4139,Gly.nanj,graptolite,Glyptograptus,serratus,nanjiangensis,*,Chen,*,*,,,
GR1394,Gly.shel,graptolite,Glyptograptus,shelvensis,*,*,Bulman,1963,*,,,
GR4467,Gly.lata,graptolite,Glyptograptus,siccatus,lata,*,Lee,*,*,,,
GR1479,Gly.crat,graptolite,Glyptograptus,sinuatus,crateriformis,*,Rickards,*,*,,,
GR1401,Gly.sinu,graptolite,Glyptograptus,sinuatus,sinuatus,*,(Nicholson),1869,*,,,
GR4847,Gly.sp1,graptolite,Glyptograptus,sp1,*,*,Podhalanska,1980,*,,,
GR4848,Gly.sp2,graptolite,Glyptograptus,sp2,*,*,Podhalanska,1980,*,,,
GR2780,Gly.supe,graptolite,Glyptograptus,supernus,*,*,Fu,1986,*,,,
GR4515,Gly.tama,graptolite,Glyptograptus,tamariscoides,*,*,Packham,1962,*,,,
GR2774,Gly.acut,graptolite,Glyptograptus,tamariscus,acutus,*,Packham,1962,*,,,
GR3160,Gly.angu,graptolite,Glyptograptus,tamariscus,angulatus,*,Packham,1962,*,,,
GR3359,Gly.brev,graptolite,Glyptograptus,tamariscus,brevis,*,*,*,*,,,
GR2775,Gly.dist,graptolite,Glyptograptus,tamariscus,distans,*,Packham,1962,*,,,
GR3032,Gly.dufk,graptolite,Glyptograptus,tamariscus,dufkai,*,Storch,*,*,,,
GR1665,Gly.line,graptolite,Glyptograptus,tamariscus,linearis,*,(Perner),1897,*,,,
GR3116,Gly.magn,graptolite,Glyptograptus,tamariscus,magnus,*,*,*,*,,,
GR3037,Gly.tama,graptolite,Glyptograptus,tamariscus,tamariscus,*,(Nicholson),*,*,,,
GR1766,Gly.vari,graptolite,Glyptograptus,tamariscus,varians,*,Packham,1962,*,,,
GR2206,Gly.tang,graptolite,Glyptograptus,tangshanensis,*,*,*,*,*,,,
GR2268,Gly.tema,graptolite,Glyptograptus,temalaensis,*,*,*,*,*,,,
GR3048,Gly.ulti,graptolite,Glyptograptus,ultimus,*,*,(Manck),*,*,,,
GR4201,Gly.ying,graptolite,Glyptograptus,yingpanensis,*,*,*,*,*,,,
GR2275,Gly.span,graptolite,Glyptograptus?,spanis,*,*,*,*,*,,,
GR1354,Gly?tenu,graptolite,Glyptograptus?,tenuis,*,*,(Rickards),1970,*,,,
GR4970,Gly.ter,graptolite,Glyptograptus?,tersus,nomen_nudum,*,Apollonov_et_al_,1980,*,,,
GR2566,Gon.alte,graptolite,Goniograptus,alternans,*,*,Harris_&_Thomas,1939,*,,,
GR1213,Gon.mace,graptolite,Goniograptus,macer,*,*,TS_Hall,1899,*,,,
GR4306,Gon.nspA,graptolite,Goniograptus,nspA,*,*,*,*,*,,,
GR3927,Gon.perf,graptolite,Goniograptus,perflexis,*,*,*,*,*,,,
GR2567,Gon.scul,graptolite,Goniograptus,sculptus,*,*,Harris_&_Thomas,1939,*,,,
GR2568,Gon.spec,graptolite,Goniograptus,speciosus,*,*,Hall,1914,*,,,
GR2569,Gon.clon,graptolite,Goniograptus,thureaui,clonograptoides,*,Harris_&_Thomas,1939,*,,,
GR2570,Gon.inae,graptolite,Goniograptus,thureaui,inaequalis,*,Harris_&_Thomas,1939,*,,,
GR2075,Gon.mult,graptolite,Goniograptus,thureaui,multiramous,*,*,*,*,,,
GR3928,Gon.post,graptolite,Goniograptus,thureaui,postremus,*,Ruedemann,*,*,,,
GR2499,Gon.thur,graptolite,Goniograptus,thureaui,thureaui,*,(McCoy),1876,*,,,
GR2571,Gon.tumi,graptolite,Goniograptus,tumidus,*,*,Harris_&_Thomas,1939,*,,,
GR2572,Gon.vela,graptolite,Goniograptus,velatus,*,*,Harris_&_Thomas,1939,*,,,
GR1588,Got.eise,graptolite,Gothograptus,eisenacki,*,*,Obut_&_Sobolevkaya,1965,*,,,
GR1545,Got.exim,graptolite,Gothograptus,eximinassa,*,*,Maletz,2008,*,,,
GR1544,Got.giga,graptolite,Gothograptus,gigantonassa,(nomen_nudum),*,Jaeger,*,*,,,
GR2301,Got.kozl,graptolite,Gothograptus,kozlowskii,*,*,Kozlowska-Davidziuk,*,*,,,
GR1501,Got.nass,graptolite,Gothograptus,nassa,*,*,(Holm),1890,*,,,
GR4731,Got.broa,graptolite,Gothograptus,nassa,broad_form,*,Davies_et_al,1997,*,,,
GR4749,Got.nasE,graptolite,Gothograptus,nassa,early-form,*,Jeppsson_&_Calner,2003,*,,,
GR1500,Got.narr,graptolite,Gothograptus,nassa,narrow,*,*,*,*,,,
GR2302,Got.obte,graptolite,Gothograptus,obtectus,*,*,*,*,*,,,
GR1547,Got.pseu,graptolite,Gothograptus,pseudospinosus,*,*,Eisenack,1951,*,,,
GR3817,Got.stor,graptolite,Gothograptus,Storchi,*,*,Lenz_&_Kozlowska,2006,*,,,
GR5044,Got.ten,graptolite,Gothograptus,tenuis,*,*,(Eisenack),1951,*,,,
